40,17,61,47,62,3,83,35,43,86,1,38,13,34,97,99,55,14,16,76,0,29,75,90,77,53,63,67,4,60,24,46,12,33,20,32,45,62,96,5,80,19,0,50,46,34,69,45,11,54,28,45,76,83,18,89,72,87,94,67,97,84,4,21,67,11,35,26,10,66,32,50,99,10,25,82,24,51,48,80,31,7,99,17,84,51,79,47,62,28,83,66,71,44,15,33,67,25,83,97,93,98,91,90,77,84,74,37,13,32,73,25,38,32,90,41,35,14,56,20,12,88,92,75,3,34,67,94,3,43,87,54,28,48,42,15,30,43,39,81,2,62,53,90,35,90,9,91,54,55,2,29,91,7,2,39,50,25,2,34,42,71,1,94,82,51,92,97,34,28,50,12,57,63,93,60,23,60,56,72,17,36,54,98,30,52,49,75,38,9,88,38,98,3,30,91,71,2,22,88,88,21,38,5,11,74,85,16,62,39,66,95,13,19,4,30,75,2,73,78,81,69,19,52,75,45,7,47,90,9,70,57,25,32,16,54,43,24,75,29,22,4,59,73,69,23,19,40,0,51,14,19,86,87,98,16
61,56,76,49,33,39,6,56,33,94,93,27,38,77,49,45,27,2,24,43,2,80,13,77,5,22,34,2,51,25,51,7,30,73,1,44,43,83,47,54,27,74,7,70,50,47,44,55,4,83,72,7,85,14,89,82,10,53,92,84,5,88,50,52,23,69,52,89,68,12,67,69,85,60,11,67,12,4,14,90,98,65,53,14,44,66,29,51,84,19,34,26,53,3,66,24,13,87,75,58,54,51,6,37,48,67,14,63,90,88,57,90,98,3,28,4,80,91,40,59,93,30,82,56,66,33,24,85,93,28,36,66,88,32,58,44,31,56,72,22,75,17,86,19,90,10,46,15,73,57,91,86,46,44,79,82,28,6,17,12,58,38,72,56,17,28,86,54,5,89,12,72,91,28,15,21,76,79,86,48,35,84,40,84,30,50,71,69,27,12,67,79,80,3,28,50,34,55,18,39,29,34,52,13,86,65,27,43,37,28,40,40,31,8,51,53,58,26,84,68,46,85,32,40,9,74,0,8,38,3,80,24,56,81,79,56,28,62,51,45,75,7,42,97,55,72,43,72,38,16,11,97,90,15,74,26
61,59,42,3,18,33,98,27,26,94,31,89,65,56,94,64,82,18,34,48,87,95,24,23,63,51,50,50,67,66,38,11,7,46,27,10,7,91,52,76,95,84,23,19,57,26,58,4,91,48,88,46,2,10,36,50,6,25,30,35,26,56,87,71,70,10,77,15,25,79,67,27,29,24,8,96,45,33,11,8,75,87,96,30,33,48,83,1,52,64,74,75,68,31,60,3,97,25,7,70,45,71,40,61,38,6,2,27,32,74,14,68,47,24,81,57,31,45,14,8,45,16,85,68,76,34,76,86,50,10,17,23,65,34,66,85,49,19,2,37,81,72,22,51,38,38,3,67,47,63,90,71,73,98,59,5,83,58,96,97,93,45,86,12,48,1,10,51,97,54,87,49,95,24,56,11,44,96,31,46,60,35,72,71,5,74,82,84,8,85,36,14,55,11,56,83,21,91,57,95,79,84,29,25,75,52,45,97,47,40,54,13,61,99,65,14,71,28,94,38,40,27,14,92,86,60,70,89,61,41,5,49,97,39,54,38,65,66,71,97,10,45,66,15,31,53,68,70,84,2,77,97,33,4,35,46
61,90,17,91,24,3,56,82,73,14,45,68,42,18,63,75,17,14,45,0,46,93,27,9,63,76,91,94,83,16,95,32,37,90,72,4,75,17,17,38,60,0,84,99,24,73,63,24,26,33,10,36,50,19,1,29,49,67,2,62,66,71,56,19,10,71,82,90,85,99,16,68,51,68,31,19,98,81,89,57,53,69,68,29,46,33,61,67,86,41,16,53,50,71,10,26,17,67,90,55,89,97,65,5,32,65,53,57,9,57,39,18,42,51,2,75,17,73,36,8,71,4,48,22,74,42,33,60,37,77,29,86,61,85,47,3,53,97,54,91,18,5,82,83,22,52,24,70,67,79,50,38,12,73,86,73,31,99,16,82,89,39,5,8,15,77,11,40,15,90,66,48,3,11,69,95,11,32,64,24,48,58,64,30,58,46,97,54,61,35,79,82,89,78,63,61,59,71,43,90,58,20,33,64,81,34,77,99,12,19,34,58,77,80,92,44,87,46,57,35,49,14,83,5,48,31,35,52,71,91,3,99,66,8,28,10,23,93,36,37,46,57,92,85,9,88,66,15,25,38,39,68,56,41,8,36
60,27,53,18,86,35,84,41,62,79,33,96,26,37,27,34,53,17,49,32,10,67,72,18,55,96,2,85,14,34,27,37,56,12,39,22,54,39,39,70,59,99,5,69,9,14,94,78,1,54,34,91,78,49,71,4,32,37,47,79,83,53,20,89,54,65,42,67,84,87,23,88,19,65,47,49,18,0,82,60,25,73,62,43,57,36,58,88,23,55,33,92,64,0,23,46,5,22,66,42,71,14,20,25,98,62,15,42,25,74,76,0,30,32,84,16,56,88,16,5,63,1,67,10,4,47,45,52,34,3,80,19,3,59,61,49,61,75,4,59,94,67,5,30,37,10,93,62,44,26,90,19,60,8,17,51,52,77,2,40,60,42,15,32,33,4,1,65,27,35,59,96,90,7,26,24,1,97,54,61,64,4,52,92,26,76,30,57,26,93,27,32,66,49,36,15,2,54,28,28,39,66,61,64,40,16,47,18,34,97,78,35,74,22,3,26,60,20,51,93,42,58,65,67,69,22,94,83,45,77,80,62,44,72,92,32,79,89,55,29,63,90,56,53,39,96,11,69,51,81,64,16,11,4,52,54
13,28,14,69,98,91,1,53,30,21,75,10,21,54,64,61,51,96,80,18,50,37,67,15,21,70,22,42,50,42,65,63,48,62,19,39,30,2,93,36,9,72,63,90,98,57,49,39,9,53,17,23,9,38,43,40,64,3,31,84,75,9,2,45,59,86,0,63,78,30,45,91,71,35,55,57,80,31,48,67,34,42,80,2,84,14,13,11,12,61,67,99,40,35,71,14,72,74,20,20,79,5,44,99,62,5,33,80,51,39,76,11,65,94,12,63,31,32,17,70,32,56,76,99,98,66,26,52,26,64,35,96,9,48,90,89,29,15,98,24,75,77,24,29,42,87,0,69,87,87,47,61,86,50,97,31,2,9,90,73,75,29,31,9,28,27,72,94,63,89,53,10,99,4,58,35,89,14,87,33,56,30,28,20,28,51,34,83,16,17,96,37,29,82,37,81,96,43,65,11,36,46,15,46,49,66,99,13,54,33,43,74,16,42,2,80,24,24,61,49,40,66,26,46,0,47,70,4,84,77,59,94,69,92,97,6,83,7,14,40,48,29,35,49,57,24,94,13,13,3,50,53,10,97,12,86
52,99,18,77,22,23,62,32,70,98,59,34,19,21,73,50,15,53,58,18,11,58,90,79,21,12,5,37,57,87,63,9,83,54,4,57,84,98,52,41,25,15,8,93,36,79,22,84,45,28,91,2,85,93,41,25,0,23,60,29,47,34,3,31,32,61,72,61,82,91,40,89,81,3,41,68,35,76,21,26,21,75,32,86,17,74,62,16,11,23,95,29,94,96,45,60,73,6,93,16,77,19,3,36,80,87,62,26,10,18,48,51,56,9,10,33,24,65,30,70,71,69,23,53,99,85,97,18,26,95,97,8,39,56,49,54,37,37,13,35,21,6,41,2,30,26,0,4,12,30,76,11,10,18,47,33,28,53,94,66,1,35,16,18,1,27,11,99,19,49,84,73,82,97,20,72,24,69,7,11,23,10,81,61,25,69,18,66,16,47,30,60,50,24,4,74,95,98,5,60,86,59,45,97,50,44,56,70,4,89,80,87,78,54,11,58,19,33,2,98,72,22,70,87,29,39,86,12,46,24,31,84,1,38,74,46,20,61,25,89,11,46,95,62,20,85,33,11,64,83,9,45,5,57,4,83
81,82,69,8,82,86,95,49,64,93,28,34,87,30,50,83,89,31,72,13,76,72,99,96,72,39,62,44,70,56,64,95,17,38,21,87,83,79,73,51,56,77,72,29,76,88,3,47,76,81,28,10,83,6,93,94,25,22,16,63,95,21,29,42,40,56,8,88,19,79,35,20,99,87,25,54,6,97,0,54,83,57,29,13,85,9,40,97,41,60,38,47,10,85,35,84,92,77,37,62,0,31,27,93,22,21,90,68,70,11,89,21,41,62,31,24,94,91,88,35,3,84,40,85,37,94,45,39,47,1,44,39,62,80,13,87,31,4,32,52,22,45,20,74,57,47,82,77,14,27,96,57,81,12,2,93,9,85,59,21,28,67,7,1,12,62,14,66,74,24,67,57,64,61,90,24,4,31,69,28,73,44,73,92,25,46,81,33,0,25,49,50,38,14,12,51,64,23,49,7,37,35,81,40,0,32,14,29,41,98,78,56,13,70,76,93,26,89,8,5,78,3,24,82,25,38,86,63,13,37,52,78,60,94,61,53,28,75,7,63,90,9,80,2,14,51,30,62,28,17,82,36,59,26,17,36
32,37,54,43,23,82,92,60,74,27,7,70,80,15,50,79,58,46,74,40,73,34,24,53,31,92,20,6,77,32,17,9,50,43,99,24,73,44,74,92,9,83,70,71,47,70,36,51,66,38,72,45,85,75,56,40,80,22,77,61,35,77,15,31,72,99,61,19,93,77,67,29,8,50,12,70,35,94,11,35,48,1,57,2,78,85,6,29,39,5,66,58,90,5,63,94,24,77,88,13,60,77,99,38,23,92,51,84,39,59,3,58,9,62,36,17,14,91,65,24,3,84,74,17,63,85,26,46,19,66,62,74,24,83,86,94,5,13,43,31,96,71,44,21,76,30,32,36,4,36,76,38,0,29,90,34,11,83,72,21,67,13,53,89,32,30,16,73,96,81,82,70,70,82,10,35,93,6,7,82,70,82,95,84,89,97,18,96,97,17,18,20,3,83,55,5,53,39,66,92,92,15,63,88,61,70,31,76,27,48,11,22,96,55,28,7,37,52,95,96,71,12,5,37,86,86,19,36,34,31,44,39,94,34,75,30,89,9,8,30,37,15,63,13,90,11,39,13,86,27,3,56,83,46,1,36
40,37,64,88,37,2,96,20,72,21,10,70,34,30,80,68,59,56,55,0,9,37,55,42,73,41,21,16,39,61,40,77,19,68,86,42,58,63,86,87,64,21,39,97,47,10,27,26,94,38,39,22,87,14,71,78,74,26,56,36,30,27,63,81,71,37,71,17,51,32,64,32,67,49,86,81,29,92,16,69,53,0,13,99,91,58,63,83,72,80,70,80,18,74,74,81,55,99,84,33,87,33,55,40,83,22,35,1,51,21,44,81,7,35,52,29,89,83,20,4,13,71,89,84,32,3,54,54,27,97,2,99,61,20,84,17,56,79,36,63,12,79,10,5,43,71,76,7,68,56,75,50,69,99,37,36,49,86,16,15,99,64,14,56,44,37,71,42,24,68,3,79,72,79,84,54,43,3,69,47,70,85,46,4,76,80,35,51,4,14,57,2,81,66,32,45,93,10,39,75,38,54,29,62,45,8,89,45,31,97,30,76,17,27,75,59,8,62,71,14,97,6,19,92,19,26,8,94,76,30,57,70,51,40,91,51,81,18,92,41,18,14,52,42,33,88,8,79,37,51,20,37,78,31,47,86
42,43,13,95,25,57,18,46,49,84,36,47,73,70,36,15,76,5,13,78,74,69,41,29,23,51,82,92,46,60,31,38,30,0,17,36,32,39,33,75,53,68,80,44,74,79,0,3,4,91,23,62,56,65,15,49,47,68,73,14,57,51,78,58,9,91,79,28,98,30,42,47,16,72,72,9,68,29,87,39,10,97,32,82,77,7,35,89,61,31,6,72,74,18,48,0,6,18,97,41,18,65,63,63,92,21,13,7,62,79,25,11,20,13,83,46,2,31,7,49,0,28,33,94,46,27,17,12,63,76,21,63,76,78,6,13,44,67,51,77,57,86,21,58,97,15,38,40,52,20,52,61,28,52,32,71,76,70,59,71,33,59,24,28,78,93,62,54,24,71,19,62,14,52,25,68,24,24,7,75,1,55,54,92,70,25,95,22,94,16,43,79,7,46,78,74,26,80,8,49,91,53,45,84,91,48,30,82,92,46,0,61,87,66,32,34,99,86,54,21,84,52,80,55,17,93,72,16,53,25,32,2,64,97,94,15,46,27,2,64,68,55,74,99,48,61,91,81,65,55,50,17,92,2,29,9
