63,37,95,72,44,63,67,7,12,31,81,48,25,34,51,24,75,94,76,68,6,54,64,74,93,99,2,33,73,72,76,80,96,0,34,7,40,79,13,63,54,85,62,94,36,66,29,40,79,85,65,12,87,28,97,31,64,45,75,9,48,60,65,24,18,57,71,70,29,66,58,36,34,66,42,10,19,59,12,79,65,53,43,37,30,64,44,95,52,4,60,97,43,77,31,79,89,63,76,81,31,73,81,89,97,14,89,77,28,67,28,2,1,31,69,8,68,95,24,65,59,38,75,56,48,69,34,78,54,39,69,38,27,19,82,84,23,11,64,27,12,55,78,67,37,96,13,96,97,91,18,24,17,83,86,14,60,35,15,89,40,13,27,84,90,25,89,50,69,60,76,23,54,76,33,73,36,2,69,88,41,55,83,96,17,11,39,75,54,51,5,94,27,97,37,28,58,41,90,56,55,28,87,60,79,17,69,33,43,14,18,41,68,67,66,58,14,89,16,42,96,13,35,26,87,23,53,69,63,50,51,49,91,22,57,98,20,83,22,9,9,78,54,8,84,93,68,99,32,19,25,34,77,7,17,25
27,26,88,68,38,75,34,49,66,22,23,85,0,98,65,72,47,61,38,43,13,61,18,71,32,42,78,10,35,21,13,24,38,49,28,22,36,10,80,56,34,54,8,53,97,84,76,85,48,76,93,48,39,63,48,45,59,4,60,97,98,39,70,92,42,40,35,19,48,59,22,80,2,1,84,61,90,72,31,47,6,87,92,97,62,96,81,39,21,99,39,11,24,21,45,97,41,81,60,34,15,64,68,24,17,59,84,91,34,10,32,69,17,25,66,81,9,22,22,32,35,54,73,30,23,94,86,75,78,32,99,81,26,62,84,73,47,25,84,84,31,25,83,21,53,34,73,42,73,82,16,49,57,30,75,4,36,95,32,89,82,21,37,29,36,39,49,31,34,72,58,27,60,14,82,29,3,60,34,56,18,29,76,95,33,82,93,77,88,80,79,43,89,84,35,45,90,37,33,54,24,16,61,26,95,88,17,96,5,96,8,88,44,73,73,72,37,36,22,41,0,80,82,47,34,69,8,68,95,81,89,37,29,12,55,82,10,68,34,87,52,42,4,93,79,62,73,33,3,78,30,94,74,93,89,2
90,91,63,91,15,20,90,77,28,60,6,59,15,89,35,83,66,56,27,97,12,46,73,26,96,30,34,50,84,98,24,94,58,18,86,95,93,38,77,93,54,82,78,86,20,19,59,30,54,7,30,18,66,48,78,52,5,50,78,76,63,74,48,78,14,52,30,81,23,71,23,13,98,5,26,96,64,85,83,36,3,56,13,51,61,3,3,38,2,72,70,30,19,65,75,9,37,41,7,74,88,26,59,67,88,19,36,98,21,28,44,44,51,94,49,32,41,78,49,38,95,32,48,43,93,5,11,75,94,60,24,29,86,6,77,54,72,99,85,53,99,23,2,86,40,99,55,11,78,52,4,39,16,61,4,36,40,42,82,8,27,85,68,84,13,48,72,24,81,39,42,3,0,43,8,74,50,10,80,37,88,29,6,92,83,48,97,46,98,43,54,20,75,27,97,59,9,4,74,20,75,27,75,95,85,52,44,61,15,15,72,74,83,78,96,60,31,41,21,63,46,67,34,20,80,83,8,71,79,86,2,48,20,45,75,91,47,64,42,62,85,82,96,49,63,66,64,80,10,61,68,34,78,68,53,7
37,81,69,81,79,94,92,58,73,79,6,38,52,50,67,57,97,8,23,63,96,80,5,74,26,46,57,8,60,37,81,23,78,54,16,43,0,33,17,31,84,90,9,65,58,30,55,54,2,94,20,88,43,22,95,36,90,57,49,78,70,70,73,68,59,62,42,29,84,27,19,81,17,94,86,77,96,87,35,39,90,61,27,88,57,43,19,82,55,11,47,68,98,22,62,49,2,26,84,79,55,84,95,20,81,60,25,14,37,70,97,40,60,81,68,85,96,63,53,26,90,72,23,61,48,2,67,21,18,14,40,69,5,30,66,41,71,96,77,29,95,57,11,93,52,99,93,12,72,8,1,36,49,18,52,96,89,80,65,23,70,88,42,92,90,39,83,82,71,12,39,94,78,2,9,48,26,52,45,81,33,64,96,93,0,65,70,53,46,21,92,83,12,40,59,32,15,74,87,18,68,33,66,82,29,82,73,43,40,1,96,60,70,7,70,76,52,73,40,39,69,99,98,60,34,90,5,31,21,35,11,16,92,36,19,49,77,71,34,56,81,79,16,25,42,7,15,93,7,84,22,26,17,94,61,35
59,12,58,6,4,11,56,91,81,3,16,40,13,9,58,55,84,51,97,32,36,66,78,66,19,5,2,74,45,20,76,39,35,99,77,66,72,79,45,36,34,78,16,69,36,81,50,40,69,98,8,21,97,80,21,96,87,89,26,92,4,25,42,58,45,49,76,70,81,97,91,97,10,89,62,94,96,56,45,2,14,40,56,7,44,6,74,17,86,44,94,28,37,13,5,21,91,81,99,3,14,94,52,63,47,52,54,72,48,96,16,11,26,87,60,39,60,42,80,89,50,31,33,52,43,44,73,52,5,25,27,52,11,36,4,89,49,40,63,31,76,44,68,74,66,19,35,81,35,12,83,57,41,36,14,70,82,38,98,16,60,59,28,94,25,56,94,51,85,67,12,62,28,6,9,1,82,41,79,95,13,42,16,49,33,17,84,26,13,67,65,10,70,15,17,23,71,53,86,72,97,42,0,32,76,96,78,78,71,61,4,48,47,19,83,5,63,46,54,60,13,86,41,23,12,83,3,53,69,7,48,15,26,23,39,57,27,35,89,31,47,21,57,27,33,95,22,84,31,2,7,30,43,15,94,81
79,54,18,62,38,22,93,49,52,95,45,79,41,38,14,53,92,75,77,28,36,68,92,26,41,48,82,93,98,87,84,89,41,64,85,28,21,35,35,59,72,55,38,53,73,11,48,4,95,57,98,62,56,12,86,89,38,40,76,4,15,45,0,24,71,10,16,75,83,64,48,89,50,14,6,42,93,48,91,86,77,2,34,38,27,92,93,19,69,29,52,35,28,27,62,79,35,84,31,59,24,71,55,74,39,11,86,10,65,87,48,3,63,25,18,7,15,83,48,49,49,38,94,83,98,15,58,66,4,49,91,15,35,80,47,27,15,3,4,56,56,31,50,30,13,64,84,90,57,77,28,90,22,1,96,50,69,69,33,99,83,87,23,12,87,87,96,16,17,79,68,89,74,8,71,53,86,52,65,57,6,98,34,91,0,45,73,49,62,47,20,52,64,43,43,82,76,59,53,41,53,33,56,76,76,69,39,82,45,88,85,24,44,28,29,21,40,96,91,73,3,82,29,23,38,32,39,40,17,74,82,3,20,87,78,15,21,35,60,40,30,60,91,55,76,6,97,76,60,95,12,21,45,30,78,4
74,64,54,6,0,32,8,6,41,71,35,49,18,18,19,45,7,57,11,80,2,6,11,81,36,76,61,83,64,16,41,32,38,38,34,22,32,56,47,66,57,75,85,28,59,83,66,93,94,12,56,86,60,21,92,19,23,11,6,19,50,13,65,96,50,17,88,11,22,19,29,30,17,3,23,47,77,76,1,87,71,19,77,56,76,35,89,8,95,69,6,34,74,26,62,19,4,76,7,98,42,23,10,90,77,97,82,39,72,44,90,44,90,85,37,35,81,70,26,99,10,91,42,96,29,12,86,27,91,84,32,97,18,66,84,56,3,93,6,86,40,8,23,76,34,99,71,72,67,69,76,20,25,25,45,5,67,36,1,40,35,7,72,16,9,5,39,23,10,2,20,2,32,26,72,93,75,19,9,78,54,36,70,28,96,43,67,57,56,63,78,22,38,14,86,98,78,16,36,49,78,88,0,15,14,94,5,46,62,99,57,84,44,31,13,95,31,10,36,54,8,72,80,67,16,86,97,46,61,42,90,73,64,79,6,78,61,4,17,82,57,65,30,10,56,20,77,12,17,13,86,3,95,76,26,21
59,54,41,94,36,29,82,14,82,34,98,41,35,76,19,3,23,20,32,0,38,91,58,22,92,43,0,15,5,25,56,49,34,83,28,40,81,80,85,24,11,0,34,17,82,13,23,98,24,80,71,30,19,96,70,22,60,82,25,37,19,1,0,53,50,70,67,79,7,70,8,34,75,72,90,53,43,72,45,62,79,42,67,15,82,24,70,11,36,24,54,54,49,43,61,73,36,77,70,96,12,12,34,60,41,90,19,46,19,1,52,89,67,56,41,25,29,41,29,19,96,64,84,83,57,5,38,86,88,52,44,89,23,77,80,12,77,36,0,15,6,38,51,19,98,74,41,60,90,90,49,57,44,80,38,11,51,18,39,82,55,72,79,24,8,24,94,78,54,35,63,14,63,14,80,83,12,48,36,3,21,88,42,66,77,30,20,27,22,98,61,22,56,12,49,29,38,23,50,69,27,86,46,55,62,4,99,67,21,59,7,84,94,6,86,23,74,41,65,60,6,75,49,19,22,86,33,34,48,70,37,23,17,30,22,40,27,63,56,97,6,42,82,61,2,68,83,7,93,37,46,88,8,30,12,97
69,70,17,4,68,10,48,10,83,31,67,12,5,38,62,48,86,85,6,98,54,48,79,85,54,41,89,94,61,88,75,17,28,65,89,85,68,14,27,8,36,80,99,8,25,45,18,82,17,43,40,28,71,36,61,95,93,16,80,84,14,52,48,1,60,44,71,55,7,23,17,29,98,65,13,79,93,51,21,0,82,53,40,41,77,89,49,38,79,71,68,58,39,29,11,90,12,18,79,32,77,84,27,69,58,47,35,46,80,9,87,13,83,37,63,68,80,72,38,23,80,61,60,25,14,30,5,29,62,80,71,2,42,29,39,17,3,45,27,18,42,82,8,86,90,43,65,45,29,76,60,72,76,22,44,33,39,62,98,79,16,43,88,90,80,78,97,15,86,82,45,76,46,56,57,12,96,85,71,18,91,93,92,76,82,82,56,52,93,9,83,0,48,95,4,98,37,13,48,91,17,25,91,75,64,96,21,45,67,66,55,11,71,67,78,48,85,24,64,44,91,33,33,58,25,23,80,28,70,9,2,8,80,69,41,41,95,21,73,20,14,89,18,99,16,71,74,15,95,73,8,83,62,4,84,45
85,99,74,85,85,36,28,73,57,24,73,61,79,14,26,60,58,68,4,25,48,94,94,87,8,15,60,78,62,86,35,6,73,57,90,77,24,9,75,11,17,18,38,11,30,85,36,70,70,25,12,63,42,9,85,77,47,33,2,33,48,30,57,6,91,83,49,6,27,65,66,8,44,66,84,45,74,17,16,83,96,87,17,30,21,87,18,71,30,72,55,67,51,13,62,13,40,24,43,32,51,1,8,92,48,95,57,1,79,92,71,63,75,95,11,4,7,90,92,90,57,94,45,42,84,81,59,99,47,46,81,86,36,18,69,13,83,59,13,16,43,51,69,61,35,80,94,73,75,54,92,44,91,68,25,11,53,92,76,22,92,63,94,90,55,20,25,46,67,30,95,68,73,61,44,78,94,41,28,50,65,16,21,33,72,68,37,12,1,2,41,29,80,94,72,55,80,23,45,34,59,81,71,91,96,39,13,66,72,19,90,2,30,40,85,23,66,65,94,94,76,59,38,56,50,59,62,87,64,73,39,10,35,72,69,68,89,50,79,58,44,54,0,28,48,12,20,11,54,51,66,51,87,97,10,2
